acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR28806299,PRJNA1103961,Equus asinus,11,other,13106,,,(unnanotated),""
SRR13892598,PRJNA707313,cold seep metagenome,9,other,72564,,,(unnanotated),""
SRR2090153,PRJNA288027,groundwater metagenome,15,other,61380,,,(unnanotated),""
SRR6963491,PRJNA444017,sediment metagenome,13,other,36067,"[""not applicable""]",,(unnanotated),""
ERR10493303,PRJEB55522,sediment metagenome,8,other,61051,,"[""Shotgun and capture enriched metagenomic data from 2 million year old geological sediments""]",(unnanotated),""
SRR10036037,PRJNA562643,freshwater metagenome,9,other,23032,,,(unnanotated),""
SRR13892589,PRJNA707313,cold seep metagenome,16,other,63013,,,(unnanotated),""
SRR6512909,PRJNA420682,bovine metagenome,15,other,7664,"[""Bos taurus""]",,(unnanotated),""
SRR6206199,PRJNA366375,termite gut metagenome,15,other,47836,"[""not applicable""]",,(unnanotated),""
SRR12684587,PRJNA654776,wetland metagenome,8,other,55472,"[""not applicable""]",,(unnanotated),""
SRR9025829,PRJNA539626,soil metagenome,11,other,77811,"[""not applicable""]",,(unnanotated),""
SRR24739293,PRJNA975592,seawater metagenome,13,other,46203,,,(unnanotated),""
ERR12355501,PRJEB70928,Macaca mulatta,8,other,482,,,(unnanotated),""
SRR28306841,PRJNA1086857,sediment metagenome,10,other,14716,,,(unnanotated),""
ERR10798708,PRJEB59119,wastewater metagenome,16,other,5689,,,(unnanotated),""
SRR7133471,PRJNA439828,sediment metagenome,15,other,26272,"[""not applicable""]",,(unnanotated),""
SRR29699984,PRJNA1131488,sediment metagenome,12,other,21840,,,(unnanotated),""
SRR4028175,PRJNA330601,marine metagenome,10,other,42390,,,(unnanotated),""
ERR3697024,PRJEB35612,soil metagenome,14,other,107198,,"[""Resistome of root endophytes udner antibiotic exposure""]",(unnanotated),""
SRR16971106,PRJNA777757,sediment metagenome,12,other,60468,,,(unnanotated),""
SRR2657208,PRJNA292297,marine sediment metagenome,11,other,40636,,,(unnanotated),""
SRR11697951,PRJNA621507,wetland metagenome,10,other,16678,"[""not applicable""]",,(unnanotated),""
SRR7985395,PRJNA443005,lake water metagenome,8,other,62858,"[""not applicable""]",,(unnanotated),""
SRR6958482,PRJNA444979,soil metagenome,12,other,61007,"[""not applicable""]",,(unnanotated),""
SRR5246790,PRJNA366364,wetland metagenome,14,other,21814,"[""not applicable""]",,(unnanotated),""
SRR20336970,PRJNA858011,seawater metagenome,11,other,18150,"[""not applicable""]",,(unnanotated),""
SRR12150204,PRJNA619553,wetland metagenome,10,other,18199,"[""not applicable""]",,(unnanotated),""
SRR3067128,PRJNA298260,bovine metagenome,12,other,3405,"[""Bos taurus""]",,(unnanotated),""
ERR2196983,PRJEB87662,marine metagenome,12,other,33323,,"[""EuroMarine Open Science Experiment (EMOSE) 2017 edition: Inter-Comparison of Marine Plankton Metagenome Analysis Methods""]",(unnanotated),""
SRR8556265,PRJNA518547,peat metagenome,15,other,106701,"[""not applicable""]",,(unnanotated),""
SRR5248173,PRJNA366183,marine sediment metagenome,16,other,58745,,,(unnanotated),""
SRR24956272,PRJNA984925,bovine metagenome,10,other,10877,"[""Bos taurus""]",,(unnanotated),""
SRR29004164,PRJNA1109553,freshwater metagenome,10,other,27003,,,(unnanotated),""
SRR25536076,PRJNA1002562,soil metagenome,11,other,28839,,,(unnanotated),""
SRR25180570,PRJNA987828,sediment metagenome,10,other,13863,,,(unnanotated),""
SRR5436305,PRJNA365675,soil metagenome,10,other,25717,"[""not applicable""]",,(unnanotated),""
ERR2431961,PRJEB25358,sediment metagenome,14,other,31678,,"[""Marine sediment microbiome""]",(unnanotated),""
ERR4678647,PRJEB40798,wastewater metagenome,10,other,8421,,,(unnanotated),""
SRR18682791,PRJNA521300,marine metagenome,14,other,70071,,,(unnanotated),""
SRR26457741,PRJNA1029130,soil metagenome,10,other,77226,"[""not applicable""]",,(unnanotated),""
SRR5509277,PRJNA375568,rhizosphere metagenome,15,other,60379,"[""not applicable""]",,(unnanotated),""
SRR10168147,PRJNA1007388,wetland metagenome,16,other,64522,,,(unnanotated),""
ERR3589573,PRJEB9740,marine metagenome,9,other,32735,,"[""Tara Oceans Expedition (2009-2013)""]",(unnanotated),""
SRR28362959,PRJNA1088015,seawater metagenome,8,other,39916,,,(unnanotated),""
SRR7042369,PRJNA449266,soil metagenome,9,other,31975,,,(unnanotated),""
ERR7438493,PRJEB48889,Rinodina peloleuca,15,other,11569,,,(unnanotated),""
SRR26459412,PRJNA1028263,soil metagenome,9,other,16149,,,(unnanotated),""
SRR9915572,PRJNA559062,rhizosphere metagenome,13,other,32645,"[""Saccharum sp.""]",,(unnanotated),""
SRR8242850,PRJNA506496,fermentation metagenome,15,other,1333,,,(unnanotated),""
SRR14219482,PRJNA721298,aquatic metagenome,16,other,37207,,,(unnanotated),""
SRR3053143,PRJNA292471,bovine metagenome,10,other,3496,"[""Bos taurus""]",,(unnanotated),""
SRR19416397,PRJNA842693,primate metagenome,11,other,13793,"[""WC31""]",,(unnanotated),""
SRR22048029,PRJNA894374,sediment metagenome,10,other,20299,,,(unnanotated),""
SRR5195139,PRJNA362455,rhizosphere metagenome,9,other,34692,,,(unnanotated),""
SRR22013525,PRJNA892010,compost metagenome,16,other,11108,,,(unnanotated),""
SRR11845629,PRJNA634981,wastewater metagenome,13,other,13989,"[""missing""]",,(unnanotated),""
SRR28416807,PRJNA1089686,ice metagenome,10,other,91468,,,(unnanotated),""
SRR8443351,PRJNA514927,marine sediment metagenome,8,other,17480,,,(unnanotated),""
SRR15377949,PRJNA714922,soil metagenome,12,other,73028,,,(unnanotated),""
SRR3181161,PRJNA309291,bovine gut metagenome,12,other,16582,"[""Bos taurus""]",,(unnanotated),""
SRR24653960,PRJNA819259,marine metagenome,8,other,12574,"[""marine environment""]",,(unnanotated),""
ERR2431957,PRJEB25358,sediment metagenome,11,other,28406,,"[""Marine sediment microbiome""]",(unnanotated),""
SRR5195147,PRJNA362455,rhizosphere metagenome,10,other,34554,,,(unnanotated),""
SRR11308316,PRJNA609564,marine metagenome,14,other,24444,,,(unnanotated),""
ERR2431948,PRJEB25358,sediment metagenome,11,other,16501,,"[""Marine sediment microbiome""]",(unnanotated),""
SRR29483034,PRJNA1125628,rhizosphere metagenome,14,other,83984,"[""Secale cereale""]",,(unnanotated),""
SRR21487738,PRJNA875933,marine sediment metagenome,11,other,37079,,,(unnanotated),""
SRR11673968,PRJNA629478,activated sludge metagenome,16,other,25611,,,(unnanotated),""
SRR7186539,PRJNA450295,root metagenome,10,other,52212,"[""Setaria italica""]",,(unnanotated),""
SRR18654551,PRJNA824007,compost metagenome,11,other,7663,"[""swine""]",,(unnanotated),""
SRR8451820,PRJNA203445,food metagenome,13,other,76088,"[""Chicken""]",,(unnanotated),""
SRR25158286,PRJNA983538,soil metagenome,9,other,32290,,,(unnanotated),""
SRR20309470,PRJNA819829,groundwater metagenome,8,other,25684,"[""grounwater""]",,(unnanotated),""
SRR27907456,PRJNA1074413,soil metagenome,10,other,42779,"[""soil""]",,(unnanotated),""
SRR11848695,PRJNA620355,sediment metagenome,8,other,22673,"[""not applicable""]",,(unnanotated),""
SRR15313072,PRJNA749371,soil metagenome,16,other,117783,,,(unnanotated),""
SRR5215468,PRJNA364910,soil metagenome,9,other,33701,"[""not applicable""]",,(unnanotated),""
ERR10034891,PRJEB53918,aquaculture metagenome,13,other,41790,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR22387975,PRJNA858913,groundwater metagenome,12,other,34241,,,(unnanotated),""
SRR17477669,PRJNA792913,soil metagenome,8,other,52388,"[""missing""]",,(unnanotated),""
ERR10048380,PRJEB52849,Equus asinus asinus,15,other,105251,,,(unnanotated),""
SRR5115400,PRJNA357148,cow dung metagenome,13,other,8898,"[""cow""]",,(unnanotated),""
SRR8881007,PRJNA531766,wetland metagenome,13,other,50989,"[""not applicable""]",,(unnanotated),""
ERR7438306,PRJEB48889,Rinodina peloleuca,16,other,11296,,,(unnanotated),""
SRR24739297,PRJNA975592,seawater metagenome,13,other,46980,,,(unnanotated),""
SRR9009774,PRJNA539696,soil metagenome,16,other,153108,"[""not applicable""]",,(unnanotated),""
SRR12825417,PRJNA668816,sediment metagenome,9,other,29692,,,(unnanotated),""
ERR11968315,PRJEB65462,synthetic metagenome,14,other,54135,,,(unnanotated),""
SRR6512903,PRJNA420682,bovine metagenome,14,other,8761,"[""Bos taurus""]",,(unnanotated),""
SRR9650832,PRJNA539526,sediment metagenome,16,other,54640,"[""not applicable""]",,(unnanotated),""
SRR12358623,PRJNA649861,mouse gut metagenome,15,other,42934,"[""BALB/c""]",,(unnanotated),""
SRR16916502,PRJNA779602,hydrothermal vent metagenome,10,other,31206,,,(unnanotated),""
SRR29483039,PRJNA1125628,rhizosphere metagenome,11,other,58407,"[""Secale cereale""]",,(unnanotated),""
SRR5823608,PRJNA393632,soil metagenome,8,other,17713,,,(unnanotated),""
SRR15377974,PRJNA714922,soil metagenome,11,other,63702,,,(unnanotated),""
SRR14710889,PRJNA732531,termite gut metagenome,8,other,15628,"[""Dicuspiditermes spinitibialis""]",,(unnanotated),""
SRR27204715,PRJNA1052411,seawater metagenome,11,other,30396,,,(unnanotated),""
SRR7095402,PRJNA441483,soil metagenome,13,other,45678,"[""not applicable""]",,(unnanotated),""
SRR14879652,PRJNA737584,Bos indicus,9,other,99565,,,(unnanotated),""
SRR10917485,PRJNA1007388,wetland metagenome,15,other,63595,,,(unnanotated),""
SRR26457459,PRJNA1029107,soil metagenome,13,other,42180,"[""not applicable""]",,(unnanotated),""
SRR8861596,PRJNA518290,soil metagenome,9,other,42517,"[""not applicable""]",,(unnanotated),""
ERR3801467,PRJEB33080,bovine gut metagenome,11,other,18843,,,(unnanotated),""
ERR3771479,PRJEB35849,Rusa unicolor,9,other,19830,,"[""Cervids hologenomics - deep""]",(unnanotated),""
SRR26457505,PRJNA1029114,soil metagenome,10,other,67666,"[""not applicable""]",,(unnanotated),""
SRR29421764,PRJNA1124229,soil metagenome,11,other,35865,"[""not collected""]",,(unnanotated),""
SRR8544467,PRJNA521032,soil metagenome,9,other,56855,"[""soil""]",,(unnanotated),""
SRR17335708,PRJNA785940,bovine metagenome,10,other,8146,"[""not applicable""]",,(unnanotated),""
SRR6512910,PRJNA420682,bovine metagenome,15,other,11999,"[""Bos taurus""]",,(unnanotated),""
ERR4682376,PRJEB40815,wastewater metagenome,8,other,15215,,,(unnanotated),""
SRR25638223,PRJNA1005211,soil metagenome,12,other,43589,"[""soil""]",,(unnanotated),""
SRR13741612,PRJNA600179,mouse gut metagenome,12,other,11277,"[""Mus musculus""]",,(unnanotated),""
SRR5457733,PRJNA367207,freshwater metagenome,8,other,43875,"[""not applicable""]",,(unnanotated),""
SRR11836025,PRJNA620655,soil metagenome,9,other,34775,"[""not applicable""]",,(unnanotated),""
SRR9662129,PRJNA539350,marine metagenome,13,other,41034,"[""not applicable""]",,(unnanotated),""
SRR7186625,PRJNA450295,root metagenome,12,other,62624,"[""Setaria italica""]",,(unnanotated),""
SRR9866658,PRJNA554776,Lawsonia intracellularis,16,other,23125,"[""Porcine-13""]",,(unnanotated),""
SRR26457443,PRJNA1029067,soil metagenome,15,other,81000,"[""not applicable""]",,(unnanotated),""
SRR12447104,PRJNA656110,wastewater metagenome,14,other,6787,,,(unnanotated),""
SRR26992862,PRJNA945245,wastewater metagenome,16,other,75262,"[""not applicable""]",,(unnanotated),""
DRR333410,PRJDB12736,lake water metagenome,13,other,20364,,"[""Ecogenomics of the microbial community in the water column of Lake Biwa (2018-2019)""]",Lake Biwa,0
SRR26457892,PRJNA1029103,soil metagenome,8,other,38617,"[""not applicable""]",,(unnanotated),""
SRR11567260,PRJNA621974,rhizosphere metagenome,16,other,31472,"[""Juncus roemerianus""]",,(unnanotated),""
SRR29669324,PRJNA1130528,marine metagenome,10,other,34320,,,(unnanotated),""
ERR12355522,PRJEB70928,Macaca mulatta,8,other,387,,,(unnanotated),""
SRR13304108,PRJNA684647,soil metagenome,15,other,10674,,,(unnanotated),""
SRR5195133,PRJNA362455,rhizosphere metagenome,8,other,34755,,,(unnanotated),""
SRR11071393,PRJNA604456,synthetic metagenome,11,other,26973,,,(unnanotated),""
SRR23617160,PRJNA781406,sediment metagenome,10,other,48831,,,(unnanotated),""
SRR8862647,PRJNA518192,marine metagenome,9,other,16641,"[""not applicable""]",,(unnanotated),""
ERR4592245,PRJEB37845,seagrass metagenome,16,other,310087,,,(unnanotated),""
SRR3972149,PRJNA330109,soil metagenome,13,other,45561,"[""not applicable""]",,(unnanotated),""
SRR11609031,PRJNA1007388,wetland metagenome,16,other,129868,,,(unnanotated),""
SRR8062353,PRJNA326482,marine metagenome,14,other,33253,,,(unnanotated),""
SRR3181143,PRJNA309291,bovine gut metagenome,13,other,11706,"[""Bos taurus""]",,(unnanotated),""
SRR8144088,PRJNA503328,Bolivina plicata,14,other,52745,,,(unnanotated),""
SRR20217179,PRJNA808857,freshwater sediment metagenome,13,other,63124,,,(unnanotated),""
SRR24495957,PRJNA967692,marine sediment metagenome,14,other,32707,,,(unnanotated),""
SRR23702716,PRJNA937402,peat metagenome,9,other,40847,,,(unnanotated),""
SRR30201814,PRJNA1146790,anaerobic digester metagenome,16,other,12312,"[""Sus scrofa""]",,(unnanotated),""
SRR11430613,PRJNA602302,freshwater metagenome,12,other,85890,,,(unnanotated),""
SRR12682969,PRJNA654223,sediment metagenome,9,other,56757,"[""not applicable""]",,(unnanotated),""
SRR9045296,PRJNA539077,rhizosphere metagenome,8,other,20140,"[""Sporobolus alterniflorus""]",,(unnanotated),""
SRR21418661,PRJNA875070,coral metagenome,10,other,59918,"[""Montastraea cavernosa""]",,(unnanotated),""
SRR16183347,PRJNA768333,African swine fever virus,16,other,119744,"[""Sus scrofa""]",,(unnanotated),""
SRR7042350,PRJNA449266,soil metagenome,8,other,18239,,,(unnanotated),""
SRR2145287,PRJNA291523,bovine gut metagenome,8,other,21766,,,(unnanotated),""
SRR7615664,PRJNA469101,seawater metagenome,16,other,22748,"[""not applicable""]",,(unnanotated),""
SRR14366791,PRJNA699054,groundwater metagenome,15,other,33272,,,(unnanotated),""
SRR24887432,PRJNA972105,soil metagenome,8,other,48016,,,(unnanotated),""
SRR18653128,PRJNA823908,seawater metagenome,10,other,102313,,,(unnanotated),""
SRR11696382,PRJNA621495,wetland metagenome,8,other,14810,"[""not applicable""]",,(unnanotated),""
ERR4183327,PRJEB38557,soil metagenome,13,other,25392,,"[""Helmholtz Young Investigators Group (VH-NG-919), BMBF project CarboPerm (grant no. 03G0836A, 03G0836D) and KoPf (grant no. 03F0764A, 03F0764F)""]",(unnanotated),""
ERR3801449,PRJEB33080,bovine gut metagenome,10,other,14195,,,(unnanotated),""
SRR14573564,PRJNA728249,soil metagenome,8,other,47703,,,(unnanotated),""
SRR13304098,PRJNA684647,soil metagenome,16,other,8960,,,(unnanotated),""
SRR30201807,PRJNA1146790,anaerobic digester metagenome,16,other,12450,"[""Sus scrofa""]",,(unnanotated),""
ERR10048407,PRJEB52849,Equus asinus asinus,13,other,105147,,,(unnanotated),""
ERR3661022,PRJEB35315,groundwater metagenome,10,other,12602,,,(unnanotated),""
SRR9045815,PRJNA539529,sediment metagenome,15,other,45723,"[""not applicable""]",,(unnanotated),""
SRR5579847,PRJNA375296,marine sediment metagenome,8,other,25965,"[""not applicable""]",,(unnanotated),""
SRR29366202,PRJNA1119519,wetland metagenome,10,other,26770,,,(unnanotated),""
SRR3053215,PRJNA292471,bovine metagenome,8,other,1736,"[""Bos taurus""]",,(unnanotated),""
SRR8925723,PRJNA533495,bioreactor metagenome,15,other,13080,"[""anaerobic digestor""]",,(unnanotated),""
SRR22048043,PRJNA894374,sediment metagenome,8,other,20335,,,(unnanotated),""
ERR3858139,PRJEB36505,groundwater metagenome,13,other,21916,,,(unnanotated),""
ERR10921636,PRJEB52368,marine metagenome,8,other,45227,,"[""Tara Pacific Expedition (2016-2018)""]",(unnanotated),""
ERR2607605,PRJEB27054,wastewater metagenome,8,other,8267,,,(unnanotated),""
SRR22213169,PRJNA898608,bovine gut metagenome,9,other,8918,"[""Bos taurus indicus""]",,(unnanotated),""
SRR11845628,PRJNA634981,wastewater metagenome,12,other,10648,"[""missing""]",,(unnanotated),""
SRR5468430,PRJNA367382,freshwater sediment metagenome,10,other,18130,"[""not applicable""]",,(unnanotated),""
ERR10466842,PRJEB52400,freshwater metagenome,10,other,28777,,"[""PRJEB52400""]",(unnanotated),""
SRR5468431,PRJNA367383,freshwater sediment metagenome,13,other,21347,"[""not applicable""]",,(unnanotated),""
SRR26457953,PRJNA1029140,soil metagenome,10,other,55847,"[""not applicable""]",,(unnanotated),""
SRR24887275,PRJNA972044,soil metagenome,9,other,42396,"[""not applicable""]",,(unnanotated),""
SRR3990175,PRJNA330334,groundwater metagenome,15,other,51506,"[""not applicable""]",,(unnanotated),""
SRR11837711,PRJNA618960,wetland metagenome,8,other,31578,"[""not applicable""]",,(unnanotated),""
SRR9662894,PRJNA539352,marine metagenome,13,other,47360,"[""not applicable""]",,(unnanotated),""
SRR14578345,PRJNA729725,aquatic metagenome,9,other,25799,,"[""glacial retreat""]",(unnanotated),""
SRR9656164,PRJNA552615,soil metagenome,10,other,43550,,,(unnanotated),""
DRR267103,PRJDB11069,marine metagenome,16,other,67142,,"[""Metaepigenomics of marine pelagic water microbes""]",(unnanotated),""
SRR25180553,PRJNA987828,sediment metagenome,9,other,15041,,,(unnanotated),""
SRR26457738,PRJNA1029127,soil metagenome,9,other,51447,"[""not applicable""]",,(unnanotated),""
SRR15377972,PRJNA714922,soil metagenome,12,other,55223,,,(unnanotated),""
SRR9005073,PRJNA539636,soil metagenome,14,other,78619,"[""not applicable""]",,(unnanotated),""
SRR6476646,PRJNA405208,soil metagenome,9,other,35473,"[""not applicable""]",,(unnanotated),""
SRR8847350,PRJNA404202,soil metagenome,13,other,112209,"[""not applicable""]",,(unnanotated),""
SRR5877432,PRJNA257723,marine metagenome,9,other,37010,,,(unnanotated),""
SRR26459399,PRJNA1028263,soil metagenome,12,other,15929,,,(unnanotated),""
ERR1713350,PRJEB13831,wastewater metagenome,10,other,17997,,,(unnanotated),""
ERR2200664,PRJEB23561,bovine metagenome,12,other,39853,,"[""Rumen metagenome""]",(unnanotated),""
SRR6957362,PRJNA444387,rhizosphere metagenome,12,other,53455,"[""Panicum virgatum""]",,(unnanotated),""
SRR17848293,PRJNA802588,sediment metagenome,8,other,17394,"[""not applicable""]",,(unnanotated),""
SRR13588998,PRJNA698060,rhizosphere metagenome,8,other,27916,"[""missing""]",,(unnanotated),""
SRR12659391,PRJNA654933,soil metagenome,12,other,73238,"[""not applicable""]",,(unnanotated),""
SRR6047969,PRJNA405726,wetland metagenome,9,other,21519,"[""not applicable""]",,(unnanotated),""
SRR23086397,PRJNA919165,sediment metagenome,16,other,88019,"[""not collected""]",,(unnanotated),""
ERR5029654,PRJEB42267,permafrost metagenome,10,other,206468,,"[""Frozen soil exploration""]",(unnanotated),""
SRR10931995,PRJNA230567,bioreactor metagenome,8,other,26646,"[""not applicable""]",,(unnanotated),""
SRR26268939,PRJNA974825,soil metagenome,8,other,31476,,,(unnanotated),""
SRR24085896,PRJNA951521,soil metagenome,9,other,22357,,,(unnanotated),""
ERR4682356,PRJEB40815,wastewater metagenome,9,other,13143,,,(unnanotated),""
SRR22048064,PRJNA894374,sediment metagenome,13,other,21337,,,(unnanotated),""
SRR8931213,PRJNA533779,groundwater metagenome,12,other,11472,,,(unnanotated),""
SRR20439971,PRJNA858011,seawater metagenome,12,other,28160,"[""not applicable""]",,(unnanotated),""
SRR30291946,PRJNA1148749,rhizosphere metagenome,11,other,26997,"[""not applicable""]",,(unnanotated),""
