,metag,count
0,ERR3211766,34851
1,SRR11126273,33194
2,SRR8960968,113964
3,SRR14369136,84586
4,SRR17241596,523388
5,SRR11551383,93986
6,ERR1135349,68563
7,SRR17241663,282861
8,SRR17241609,427666
9,SRR11125534,32664
10,ERR1135427,25099
11,ERR1135331,71478
12,SRR14369255,90663
13,SRR11723733,53946
14,ERR1135199,43698
15,SRR8960391,142432
16,SRR16235699,204403
17,SRR14369268,74852
18,ERR3211929,56237
19,ERR3211812,49490
20,ERR1135401,63708
21,ERR3211801,54482
22,SRR12795775,154031
23,ERR1135304,83700
24,ERR3211839,42823
25,SRR8960478,52416
26,SRR7182060,12115
27,SRR11126360,19046
28,ERR8314769,123218
29,ERR3211891,29721
30,SRR14369219,76321
31,ERR1135303,76482
32,SRR11183981,41576
33,SRR11125497,26173
34,ERR8314788,117133
35,SRR5976181,94565
36,ERR8314743,102039
37,SRR14369306,80474
38,ERR1135412,70177
39,ERR3212050,24961
40,SRR8960309,62508
41,SRR14812375,121951
42,SRR17241485,270498
43,ERR1135213,64493
44,SRR11124923,27619
45,ERR8314767,128938
46,SRR11489792,209146
47,ERR3212024,15435
48,ERR1135459,60168
49,SRR11489783,136756
50,SRR8960101,134266
51,SRR11183784,71039
52,SRR14369134,72610
53,ERR3211906,40329
54,ERR8314733,130632
55,SRR11124687,21634
56,ERR1135273,66236
57,ERR1135292,88707
58,SRR8960491,46258
59,SRR11489750,134271
60,SRR2329775,38417
61,SRR8960625,43690
62,ERR3211949,48233
63,ERR3211964,32622
64,SRR8960379,89059
65,SRR11551377,104623
66,SRR11489781,118311
67,SRR8960492,61917
68,SRR12795790,205878
69,SRR8655118,137444
70,ERR3211876,31784
71,SRR5240744,63983
72,ERR3211971,37916
73,SRR10209667,118718
74,SRR8655119,112136
75,SRR7182028,31146
76,SRR18048904,138175
77,SRR10209683,367342
78,ERR1135238,49989
79,SRR5241534,49131
80,SRR17241521,381121
81,SRR11489769,233402
82,SRR11805642,85973
83,ERR3211974,20652
84,SRR12795793,319808
85,SRR8960444,130431
86,SRR11805643,99024
87,ERR1135289,78050
88,SRR15057929,31700
89,SRR14369296,100208
90,SRR14812372,82277
91,ERR1135346,100149
92,SRR17241595,464558
93,ERR1135282,97313
94,SRR5240729,40921
95,ERR3211783,39720
96,SRR14812369,62972
97,SRR8655115,111965
98,ERR3211879,28410
99,SRR11125751,62185
