,metag,count
0,ERR3211766,1567362
1,SRR11126273,100341
2,SRR8960968,402666
3,SRR14369136,1218834
4,SRR17241596,2570123
5,SRR11551383,2705495
6,ERR1135349,7025525
7,SRR17241663,2695555
8,SRR17241609,3761648
9,SRR11125534,82939
10,ERR1135427,445191
11,ERR1135331,4638720
12,SRR14369255,2398282
13,SRR11723733,528405
14,ERR1135199,931478
15,SRR8960391,1656528
16,SRR16235699,3406330
17,SRR14369268,1615631
18,ERR3211929,1134650
19,ERR3211812,1404216
20,ERR1135401,1103310
21,ERR3211801,3183308
22,SRR12795775,157270
23,ERR1135304,4642734
24,ERR3211839,2132457
25,SRR8960478,238097
26,SRR7182060,288155
27,SRR11126360,102225
28,ERR8314769,5165447
29,ERR3211891,1835952
30,SRR14369219,1709060
31,ERR1135303,5375488
32,SRR11183981,86164
33,SRR11125497,49223
34,ERR8314788,6259969
35,SRR5976181,3351073
36,ERR8314743,5676399
37,SRR14369306,2018667
38,ERR1135412,972094
39,ERR3212050,1043604
40,SRR8960309,193707
41,SRR14812375,1144790
42,SRR17241485,3166847
43,ERR1135213,1935508
44,SRR11124923,71410
45,ERR8314767,6243633
46,SRR11489792,4247984
47,ERR3212024,27478
48,ERR1135459,1084449
49,SRR11489783,12499805
50,SRR8960101,309711
51,SRR11183784,115713
52,SRR14369134,1102547
53,ERR3211906,1252022
54,ERR8314733,5379974
55,SRR11124687,153889
56,ERR1135273,8207717
57,ERR1135292,4672084
58,SRR8960491,424448
59,SRR11489750,4419186
60,SRR2329775,1427087
61,SRR8960625,304508
62,ERR3211949,1775225
63,ERR3211964,1947799
64,SRR8960379,188137
65,SRR11551377,2172959
66,SRR11489781,5928496
67,SRR8960492,353381
68,SRR12795790,186694
69,SRR8655118,212059
70,ERR3211876,1292597
71,SRR5240744,1022890
72,ERR3211971,2292114
73,SRR10209667,3910648
74,SRR8655119,238416
75,SRR7182028,840483
76,SRR18048904,376040
77,SRR10209683,10095713
78,ERR1135238,2926683
79,SRR5241534,366880
80,SRR17241521,1821065
81,SRR11489769,10627632
82,SRR11805642,1694094
83,ERR3211974,1318359
84,SRR12795793,565556
85,SRR8960444,593957
86,SRR11805643,1051231
87,ERR1135289,3255403
88,SRR15057929,600422
89,SRR14369296,2459656
90,SRR14812372,1409848
91,ERR1135346,5988909
92,SRR17241595,2992218
93,ERR1135282,3423022
94,SRR5240729,62091
95,ERR3211783,2339570
96,SRR14812369,3548899
97,SRR8655115,179762
98,ERR3211879,1222203
99,SRR11125751,146665
