,metag,count
0,ERR3211766,38244
1,SRR11126273,6884
2,SRR8960968,18481
3,SRR14369136,48538
4,SRR17241596,101207
5,SRR11551383,86448
6,ERR1135349,136579
7,SRR17241663,122132
8,SRR17241609,133809
9,SRR11125534,5923
10,ERR1135427,18010
11,ERR1135331,91609
12,SRR14369255,69116
13,SRR11723733,13262
14,ERR1135199,51258
15,SRR8960391,205832
16,SRR16235699,111661
17,SRR14369268,53774
18,ERR3211929,28895
19,ERR3211812,56393
20,ERR1135401,76097
21,ERR3211801,88189
22,SRR12795775,6465
23,ERR1135304,83633
24,ERR3211839,46985
25,SRR8960478,25349
26,SRR7182060,63460
27,SRR11126360,6305
28,ERR8314769,223092
29,ERR3211891,36317
30,SRR14369219,49366
31,ERR1135303,93367
32,SRR11183981,5884
33,SRR11125497,6071
34,ERR8314788,193833
35,SRR5976181,122214
36,ERR8314743,157562
37,SRR14369306,49556
38,ERR1135412,46790
39,ERR3212050,19343
40,SRR8960309,26595
41,SRR14812375,38782
42,SRR17241485,126533
43,ERR1135213,103376
44,SRR11124923,6244
45,ERR8314767,215014
46,SRR11489792,142400
47,ERR3212024,6359
48,ERR1135459,39106
49,SRR11489783,227800
50,SRR8960101,18367
51,SRR11183784,7007
52,SRR14369134,42656
53,ERR3211906,24817
54,ERR8314733,220440
55,SRR11124687,12098
56,ERR1135273,136897
57,ERR1135292,79921
58,SRR8960491,41636
59,SRR11489750,131571
60,SRR2329775,51743
61,SRR8960625,578804
62,ERR3211949,61980
63,ERR3211964,50344
64,SRR8960379,14831
65,SRR11551377,76021
66,SRR11489781,161569
67,SRR8960492,26911
68,SRR12795790,7908
69,SRR8655118,28791
70,ERR3211876,24285
71,SRR5240744,64934
72,ERR3211971,53703
73,SRR10209667,104740
74,SRR8655119,32069
75,SRR7182028,17751
76,SRR18048904,36524
77,SRR10209683,278017
78,ERR1135238,68243
79,SRR5241534,11752
80,SRR17241521,87934
81,SRR11489769,181676
82,SRR11805642,38234
83,ERR3211974,30799
84,SRR12795793,89358
85,SRR8960444,26555
86,SRR11805643,31670
87,ERR1135289,67279
88,SRR15057929,21539
89,SRR14369296,71568
90,SRR14812372,32523
91,ERR1135346,109526
92,SRR17241595,108242
93,ERR1135282,68565
94,SRR5240729,7448
95,ERR3211783,47200
96,SRR14812369,99749
97,SRR8655115,24962
98,ERR3211879,22354
99,SRR11125751,11408
