,metag,count
0,ERR3211766,15628
1,SRR11126273,6585
2,SRR8960968,24199
3,SRR14369136,27958
4,SRR17241596,113616
5,SRR11551383,44447
6,ERR1135349,63162
7,SRR17241663,87966
8,SRR17241609,135502
9,SRR11125534,8321
10,ERR1135427,8696
11,ERR1135331,48446
12,SRR14369255,35174
13,SRR11723733,15798
14,ERR1135199,15759
15,SRR8960391,34145
16,SRR16235699,69489
17,SRR14369268,30756
18,ERR3211929,13803
19,ERR3211812,20961
20,ERR1135401,18232
21,ERR3211801,31112
22,SRR12795775,54777
23,ERR1135304,48284
24,ERR3211839,19273
25,SRR8960478,14433
26,SRR7182060,5119
27,SRR11126360,4779
28,ERR8314769,77472
29,ERR3211891,14181
30,SRR14369219,25494
31,ERR1135303,49198
32,SRR11183981,8678
33,SRR11125497,5162
34,ERR8314788,80286
35,SRR5976181,64106
36,ERR8314743,75591
37,SRR14369306,27419
38,ERR1135412,18222
39,ERR3212050,9231
40,SRR8960309,11165
41,SRR14812375,30393
42,SRR17241485,87784
43,ERR1135213,31096
44,SRR11124923,4752
45,ERR8314767,86307
46,SRR11489792,66584
47,ERR3212024,3314
48,ERR1135459,19757
49,SRR11489783,109430
50,SRR8960101,25577
51,SRR11183784,13754
52,SRR14369134,23635
53,ERR3211906,11847
54,ERR8314733,87157
55,SRR11124687,6068
56,ERR1135273,67921
57,ERR1135292,44191
58,SRR8960491,16331
59,SRR11489750,70909
60,SRR2329775,15708
61,SRR8960625,12046
62,ERR3211949,21348
63,ERR3211964,17926
64,SRR8960379,19697
65,SRR11551377,38769
66,SRR11489781,72162
67,SRR8960492,17706
68,SRR12795790,69457
69,SRR8655118,28797
70,ERR3211876,11126
71,SRR5240744,26510
72,ERR3211971,21076
73,SRR10209667,58905
74,SRR8655119,27103
75,SRR7182028,11222
76,SRR18048904,24464
77,SRR10209683,137266
78,ERR1135238,30177
79,SRR5241534,10089
80,SRR17241521,116730
81,SRR11489769,97154
82,SRR11805642,24635
83,ERR3211974,11814
84,SRR12795793,96281
85,SRR8960444,22212
86,SRR11805643,26330
87,ERR1135289,43643
88,SRR15057929,9825
89,SRR14369296,34732
90,SRR14812372,31566
91,ERR1135346,55332
92,SRR17241595,108781
93,ERR1135282,38439
94,SRR5240729,10949
95,ERR3211783,19094
96,SRR14812369,37641
97,SRR8655115,25233
98,ERR3211879,10450
99,SRR11125751,10869
